,run,tag,step,value
90523,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,32,5.455840111
90524,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,33,5.648633003
90525,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,34,5.850248814
90526,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,35,6.111958027
90527,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,36,6.40911293
90528,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,37,6.63906002
90529,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,38,6.843447685
90530,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,39,7.140646935
90531,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,40,7.444584846
90532,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,41,7.721702099
90533,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,42,7.964782715
90534,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,43,8.165635109
90535,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,44,8.39730072
90536,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,45,8.719673157
90537,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,46,9.170687675
90538,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,47,9.396659851
90539,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,48,9.625597954
90540,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,49,9.846939087
90541,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,50,10.09805489
90542,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,51,10.4522953
90543,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,52,10.75963306
90544,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,53,11.36852455
90545,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,54,11.63079262
90546,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,55,11.89079189
90547,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,56,12.14173031
90548,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,57,12.78920174
90549,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,58,13.03639412
90550,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,59,13.31889534
90551,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,60,13.64043713
90552,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,61,13.9172554
90553,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,62,14.20889854
90554,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,63,15.24999237
90555,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,64,15.5858326
90556,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,65,15.89252567
90557,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,66,16.70876122
90558,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,67,17.27572632
90559,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,68,17.5314846
90560,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,69,18.1058197
90561,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,70,18.43291092
90562,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,71,20.04728508
90563,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,72,20.8925209
90564,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,73,21.40071869
90565,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,74,22.51896286
90566,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,75,22.95606613
90567,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,76,23.25079155
90568,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,77,23.63373947
90569,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,78,23.967453
90570,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,79,24.29354286
90571,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,80,24.56889343
90572,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,81,24.86315346
90573,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,82,25.60084915
90574,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,83,25.99239349
90575,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,84,26.7778492
90576,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,85,28.53639412
90577,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,86,28.9594326
90578,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,87,31.72992897
90579,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,88,32.21974564
90580,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,89,34.41545486
90581,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,90,38.23167419
90582,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,91,38.72512054
90583,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,92,39.14111328
90584,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,93,39.70692062
90585,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,94,40.97040939
90586,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,95,41.53046417
90587,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,96,42.32424545
90588,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,97,43.70770264
90589,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,98,44.33460617
90590,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,99,47.2063942
90591,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,100,47.68632126
90592,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,101,48.22833252
90593,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,102,48.73279953
90594,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,103,49.83954239
90595,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,104,50.91634369
90596,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,105,51.51883316
90597,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,106,53.86120605
90598,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,107,56.28388214
90599,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,108,58.67458725
90600,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,109,59.3373909
90601,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,110,60.01584244
90602,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,111,60.91345596
90603,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,112,61.45380402
90604,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,113,62.15123749
90605,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,114,62.75515366
90606,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,115,64.50921631
90607,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,116,66.05509949
90608,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,117,67.69641876
90609,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,118,69.16397095
90610,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,119,70.63146973
90611,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,120,72.19554138
90612,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,121,73.85140228
90613,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,122,77.51025391
90614,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,123,79.13277435
90615,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,124,82.11047363
90616,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,125,84.71401215
90617,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,126,87.18824005
90618,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,127,90.24456787
90619,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,128,93.2442627
90620,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,129,105.8880463
90621,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,130,110.3476105
90622,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,131,112.3828506
90623,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,132,113.522049
90624,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,133,114.2788467
90625,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,134,115.0153122
90626,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,135,116.1203461
90627,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,136,117.1925049
90628,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,137,118.1583557
90629,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,138,119.3921814
90630,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,139,120.3548584
90631,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,140,121.4996567
90632,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,141,126.046257
90633,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,142,128.0649567
90634,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,143,129.1442108
90635,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,144,133.1423492
90636,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,145,136.7398529
90637,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,146,140.2397003
90638,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,147,142.8453827
90639,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,148,144.8091431
90640,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,149,146.4902191
90641,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,150,148.1218719
90642,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,151,152.7984619
90643,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,152,154.8217773
90644,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,153,161.9305725
90645,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,154,188.2108612
90646,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,155,194.118927
90647,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,156,196.1877136
90648,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,157,198.3942871
90649,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,158,201.4579468
90650,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,159,205.8847046
90651,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,160,212.2617188
90652,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,161,214.371994
90653,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,162,219.2692719
90654,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,163,221.8394928
90655,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,164,225.5919342
90656,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,165,229.0662842
90657,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,166,233.7783661
90658,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,167,239.9843597
90659,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,168,242.8720398
90660,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,169,246.7167664
90661,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,170,254.6168518
90662,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,171,257.8875732
90663,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,172,265.1689453
90664,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,173,272.1146851
90665,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,174,280.5108337
90666,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,175,285.0173645
90667,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,176,293.7738647
90668,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,177,296.5430603
90669,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,178,297.7286682
90670,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,179,301.4479065
90671,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,180,310.1512756
90672,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,181,317.2651367
90673,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,182,321.2954407
90674,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,183,324.5336914
90675,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,184,332.4367676
90676,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,185,337.7361755
90677,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,186,342.0859985
90678,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,187,348.1045532
90679,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,188,352.6510925
90680,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,189,357.0010681
90681,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,190,359.8295288
90682,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,191,362.70578
90683,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,192,370.3154297
90684,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,193,378.5126343
90685,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,194,384.1999207
90686,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,195,388.3487854
90687,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,196,391.0292053
90688,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,197,392.4046631
90689,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,198,395.0603943
90690,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,199,400.7791748
90691,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,200,403.4741211
90692,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,201,406.1785278
90693,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,202,411.3249512
90694,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,203,414.0346375
90695,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,204,421.98526
90696,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,205,425.7421265
90697,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,206,429.1009216
90698,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,207,433.4503784
90699,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,208,436.1306458
90700,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,209,441.2338562
90701,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,210,443.0886841
90702,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,211,444.9464111
90703,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,212,449.0063477
90704,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,213,453.5606995
90705,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,214,456.2081604
90706,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,215,459.9103394
90707,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,216,464.1071167
90708,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,217,466.6551208
90709,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,218,470.6094055
90710,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,219,474.3045349
90711,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,220,476.4952087
90712,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,221,483.6542358
90713,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,222,486.2258911
90714,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,223,489.966156
90715,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,224,492.2568665
90716,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,225,495.9741211
90717,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,226,497.3285828
90718,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,227,503.1592407
90719,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,228,506.954834
90720,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,229,509.3616333
90721,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,230,514.2628174
90722,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,231,518.2161255
90723,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,232,521.8471069
90724,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,233,528.4927979
90725,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,234,532.5974121
90726,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,235,536.1132202
90727,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,236,540.5407104
90728,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,237,545.0593262
90729,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,238,548.3493652
90730,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,239,549.5027466
90731,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,240,556.4157715
90732,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,241,561.0150146
90733,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,242,564.9457397
90734,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,243,570.5775146
90735,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,244,574.8248901
90736,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,245,581.5012207
90737,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,246,582.6432495
90738,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,247,589.1052246
90739,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,248,592.8231812
90740,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,249,596.385437
90741,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,250,597.512085
90742,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,251,598.661377
90743,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,252,603.803894
90744,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,253,608.0037842
90745,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,254,614.3450317
90746,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,255,619.0770874
90747,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,256,622.8109131
90748,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,257,626.9343872
90749,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,258,631.0982056
90750,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,259,632.1502686
90751,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,260,633.4125977
90752,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,261,663.1428833
90753,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,262,666.5479736
90754,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,263,669.9568481
90755,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,264,670.9743652
90756,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,265,674.7658081
90757,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,266,679.1386108
90758,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,267,708.9650879
90759,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,268,712.6664429
90760,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,269,716.3781738
90761,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,270,720.3081055
90762,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,271,722.1179199
90763,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,272,723.8377075
90764,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,273,753.5389404
90765,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,274,754.6226807
90766,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,275,777.3500977
90767,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,276,778.3466187
90768,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,277,779.2434082
90769,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,278,782.543396
90770,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,279,787.1350098
90771,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,280,788.0282593
90772,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,281,806.7086792
90773,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,282,807.6702271
90774,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,283,808.2213745
90775,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,284,812.5773315
90776,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,285,815.600647
90777,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,286,819.9064941
90778,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,287,820.7717896
90779,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,288,824.538269
90780,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,289,828.3962402
90781,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,290,832.6185303
90782,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,291,840.0169067
90783,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,292,843.8394775
90784,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,293,844.9873047
90785,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,294,853.434082
90786,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,295,857.0462036
90787,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,296,861.673645
90788,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,297,866.1204224
90789,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,298,867.4223022
90790,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,299,869.3140259
90791,Hopper/Diverse2-0.05thresh-1k-seed0,Cumulative runtime,300,874.1643677
90792,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,1,2.013282061
90793,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,2,2.970614195
90794,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,3,2.293894768
90795,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,4,2.509828568
90796,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,5,2.275232553
90797,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,6,2.91366744
90798,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,7,2.206285715
90799,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,8,3.038339853
90800,Hopper/Diverse2-0.05thresh-1k-seed0,Diverse1 episode diversity reward,9,2.329934835
