step,base-maxreward,naive-maxreward,envinformed-maxreward,diverse1-maxreward,diverse2-maxreward,base-logq,naive-logq,envinformed-logq,diverse1-logq,diverse2-logq,base-numskills,naive-numskills,envinformed-numskills,diverse1-numskills,diverse2-numskills
166,277.9198913,330.741572,615.4235523,519.7001693,749.4825643,-1.505762067,-0.6136791333,-0.5102052,-0.5623149,-0.2472775333,15,5,4.333333333,5,3.666666667
167,277.9198913,330.741572,615.4235523,558.510289,749.4825643,-1.500403267,-0.6102219333,-0.5064323,-0.5592520333,-0.2460044,15,5,4.333333333,5,3.666666667
168,277.9198913,330.741572,615.4235523,558.510289,749.4825643,-1.495296067,-0.6067953,-0.5026662667,-0.5561850667,-0.2447661,15,5,4.333333333,5.333333333,3.666666667
169,277.9198913,330.741572,615.4235523,600.0430347,749.4825643,-1.490265467,-0.6034062,-0.4989621333,-0.5530198333,-0.2434322333,15,5,4.333333333,5.333333333,3.666666667
170,277.9198913,330.741572,615.4235523,624.1888273,749.4825643,-1.484892,-0.6002808667,-0.4953023,-0.5498029333,-0.2420084333,15,5,4.333333333,5.666666667,3.666666667
171,277.9198913,330.741572,615.4235523,624.1888273,749.4825643,-1.479697167,-0.5971935667,-0.4916577,-0.5466238,-0.2406140667,15,5,4.333333333,6,3.666666667
172,277.9198913,330.741572,615.4235523,624.1888273,749.4825643,-1.474501633,-0.5940294333,-0.4881906333,-0.5434905333,-0.2391898333,15,5,4.333333333,6,3.666666667
173,277.9198913,330.741572,615.4235523,624.1888273,749.4825643,-1.469292633,-0.5910077333,-0.4846628667,-0.5404012667,-0.2377248667,15,5,4.333333333,6,3.666666667
174,277.9198913,330.741572,615.4235523,624.1888273,750.0434773,-1.463976933,-0.5879888333,-0.4811432,-0.5373396,-0.2363288333,15,5,4.333333333,6,3.666666667
175,277.9198913,330.741572,615.4235523,651.4107507,750.0434773,-1.4587616,-0.5849713,-0.4776734,-0.5342539333,-0.2350225667,15,5,4.333333333,6,3.666666667
176,277.9198913,330.741572,615.4235523,651.4107507,750.0434773,-1.453396367,-0.5819889667,-0.4742064667,-0.5314520667,-0.2336493333,15,5,4.333333333,6,3.666666667
177,277.9198913,330.741572,615.4235523,651.4107507,750.0434773,-1.448295367,-0.5790256333,-0.4707586667,-0.5286587333,-0.2322313,15,5,4.333333333,6,3.666666667
178,277.9198913,330.741572,615.4235523,662.095036,750.0434773,-1.443108633,-0.5761015333,-0.4673354,-0.5260183,-0.2308988,15,5,4.333333333,6,3.666666667
179,277.9198913,330.741572,615.4235523,662.095036,750.0434773,-1.4378703,-0.5731650333,-0.4639381667,-0.5232589333,-0.2296270667,15,6,4.333333333,6,3.666666667
180,308.6601153,330.741572,615.4235523,662.095036,750.0434773,-1.432990567,-0.5704298,-0.4606574333,-0.5207272,-0.2283575333,15,6,4.333333333,6,3.666666667
181,308.6601153,362.0721487,615.4235523,662.095036,750.0434773,-1.428441,-0.5675828667,-0.4573282667,-0.5182783,-0.2270468333,15,6,4.333333333,6,3.666666667
182,308.6601153,362.0721487,615.4235523,662.095036,750.0434773,-1.4237716,-0.5646807,-0.4540195333,-0.5159114333,-0.2257846,15,6,4.333333333,6,3.666666667
183,319.6289977,586.5036673,615.4235523,662.095036,750.0434773,-1.4190514,-0.5617104667,-0.45068,-0.5135465333,-0.2245933333,15,6,4.333333333,6,3.666666667
184,319.6289977,586.5036673,615.4235523,662.095036,750.0434773,-1.414304167,-0.5588214333,-0.4473982667,-0.5112396333,-0.2233561667,15,6,4.333333333,6,3.666666667
185,319.6289977,586.5036673,615.4235523,662.095036,750.0434773,-1.4097289,-0.5561939,-0.4441256,-0.5089254667,-0.2221751,15,6,4.333333333,6,3.666666667
186,319.6289977,586.5036673,615.4235523,662.095036,750.0434773,-1.404898633,-0.5535615,-0.4410278667,-0.5066129667,-0.2209682,15,6,4.666666667,6,3.666666667
187,319.6289977,586.5036673,615.4235523,662.095036,750.0434773,-1.400052433,-0.5510805333,-0.4378960667,-0.5042307333,-0.2198113,15,6,4.666666667,6,3.666666667
188,319.6289977,587.287114,615.4235523,662.095036,750.0434773,-1.395068367,-0.5482836667,-0.4347879667,-0.5018027667,-0.218683,15,6,4.666666667,6,3.666666667
189,319.6289977,587.287114,615.4235523,662.095036,751.1127217,-1.390126467,-0.5453741,-0.431778,-0.4994086,-0.2174787667,15,6,4.666666667,6,3.666666667
190,319.6289977,587.287114,615.4235523,662.095036,751.827937,-1.385073267,-0.5425692667,-0.4288159333,-0.4971678667,-0.2162542,15,6,4.666666667,6,3.666666667
191,330.450648,587.287114,615.4235523,691.341959,751.827937,-1.380146767,-0.5398575667,-0.4259074,-0.4949586,-0.2150058333,15,6,4.666666667,6,3.666666667
192,330.450648,587.287114,615.4235523,691.341959,751.827937,-1.375302767,-0.5371598667,-0.4230284333,-0.4927100667,-0.2137579,15,6,4.666666667,6,3.666666667
193,330.450648,587.287114,615.4235523,691.341959,751.827937,-1.3705148,-0.5345641667,-0.4201501,-0.4905171333,-0.2124930667,15,6,4.666666667,6,3.666666667
194,330.450648,587.287114,615.4235523,691.341959,757.9769083,-1.3658235,-0.5319858333,-0.4172663,-0.4883635333,-0.2112370333,15,6,4.666666667,6,3.666666667
195,330.450648,599.6889847,615.4235523,691.341959,757.9769083,-1.361268367,-0.5295608333,-0.4144671,-0.4863316,-0.2100183667,15,6,5,6,3.666666667
196,330.450648,608.3125707,615.4235523,691.341959,761.043457,-1.356865567,-0.527242,-0.4116720333,-0.4844388333,-0.2087888,15,6,5,6,3.666666667
197,342.2349703,608.3125707,619.62211,691.341959,761.043457,-1.352517767,-0.5248961667,-0.4090468333,-0.4825458333,-0.2075289667,15,6,5,6,3.666666667
198,347.9629927,608.3125707,619.62211,691.341959,761.043457,-1.348019667,-0.5227680333,-0.4063774667,-0.4806274,-0.2063240333,15,6,5,6,3.666666667
199,367.802633,608.3125707,619.62211,691.341959,761.043457,-1.343541767,-0.5206295333,-0.4038598333,-0.4787364,-0.2051336333,15,6,5,6,3.666666667
200,367.802633,614.3780407,619.62211,691.341959,761.043457,-1.338942133,-0.5184024333,-0.4014806333,-0.4768427667,-0.2040648333,15,6,5.333333333,6,3.666666667
201,367.802633,614.3780407,619.62211,691.341959,784.140452,-1.334393633,-0.5160752,-0.3990864333,-0.4749811333,-0.2029011667,15,6,5.333333333,6,3.666666667
202,367.802633,614.3780407,619.62211,726.585133,796.6643167,-1.329922933,-0.5137539333,-0.3966490333,-0.4732340667,-0.2017457333,15,6,5.333333333,6,3.666666667
203,399.533773,614.3780407,619.62211,726.585133,796.6643167,-1.325404367,-0.5114900333,-0.3941472,-0.4714175,-0.2005908,15,6,5.333333333,6,4
204,399.533773,614.3780407,619.62211,726.585133,796.9641827,-1.320816767,-0.5093374333,-0.3916555333,-0.4696805333,-0.1993992333,15,6,5.333333333,6,4
205,399.533773,614.3780407,619.62211,726.585133,796.9641827,-1.316259533,-0.5071073,-0.3892203667,-0.467934,-0.1982444,15,6,5.333333333,6,4
206,410.8426717,614.3780407,619.62211,726.585133,796.9641827,-1.311889167,-0.5047736,-0.3868582,-0.4661427667,-0.1971734333,15,6,5.333333333,6,4
207,410.8426717,614.3780407,619.62211,734.5491937,796.9641827,-1.307516,-0.5024463333,-0.3846219667,-0.4644496,-0.1962709333,15,6,5.333333333,6,4
208,426.0544127,614.3780407,619.62211,734.5491937,803.3951503,-1.303091667,-0.5001603333,-0.382485,-0.4627683,-0.1953413333,15,6,5.333333333,6,4
209,426.9849853,774.2693577,619.62211,734.5491937,935.0810127,-1.298805267,-0.4980866333,-0.3804834,-0.4610677,-0.1944788,15,6,5.333333333,6,4
210,620.5498363,774.2693577,879.977272,734.5491937,935.0810127,-1.2941989,-0.4959592333,-0.3788272667,-0.4593258667,-0.1936366667,15,6,5.333333333,6,4
211,620.5498363,774.2693577,879.977272,734.5491937,935.0810127,-1.289299,-0.4938953333,-0.3771870333,-0.4576208333,-0.1928062667,15,6,5.333333333,6,4
212,620.5498363,774.2693577,879.977272,734.5491937,935.0810127,-1.2844891,-0.4917610333,-0.3754270667,-0.4559631333,-0.1920236333,15,6,5.333333333,6,4
213,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.2799002,-0.4896464333,-0.3736332667,-0.4543103,-0.1913579667,15,6,5.333333333,6,4
214,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.2754772,-0.487597,-0.3718126667,-0.4527031667,-0.1905992667,15,6,5.333333333,6,4
215,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.270877567,-0.4854423,-0.3700026333,-0.451001,-0.1898393333,15,6,5.333333333,6,4
216,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.26637,-0.4833768333,-0.3682934333,-0.4493209333,-0.1892091333,15,6,5.333333333,6,4
217,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.261923,-0.4812022333,-0.3667109,-0.4476720667,-0.1886574333,15,6,5.333333333,6,4
218,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.2575445,-0.4791538333,-0.3650889,-0.4459222,-0.1880627,15,6,5.333333333,6,4
219,620.5498363,849.8860873,879.977272,734.5491937,935.0810127,-1.2530892,-0.4771958667,-0.363481,-0.4441708333,-0.1874662667,15,6,5.333333333,6,4
220,620.5498363,849.8860873,879.977272,1024.532124,938.602986,-1.248614433,-0.4752035667,-0.3619528667,-0.4423522333,-0.1867662667,15,6,5.333333333,6,4
221,620.5498363,862.2918083,879.977272,1024.532124,938.602986,-1.244193533,-0.4731813333,-0.3606593667,-0.4405111,-0.1860558,15,6,5.333333333,6,4
222,620.5498363,862.2918083,879.977272,1024.532124,938.602986,-1.239682567,-0.4713773,-0.3593118,-0.4387917333,-0.1853948,15,6,5.333333333,6,4
223,620.5498363,862.2918083,879.977272,1024.532124,938.602986,-1.2351431,-0.4696126333,-0.3579509333,-0.4371733333,-0.1847280333,15,6,5.333333333,6,4
224,620.5498363,862.2918083,879.977272,1072.562907,938.602986,-1.2306191,-0.4677249333,-0.3565227667,-0.4353320333,-0.1841065667,15,6,5.333333333,6,4
225,715.462363,862.2918083,879.977272,1072.562907,938.602986,-1.2260211,-0.4658383667,-0.3550785333,-0.4333108667,-0.1834810333,15,6,5.333333333,6,4
226,715.462363,1032.544148,891.815692,1072.562907,938.602986,-1.221398667,-0.4639562667,-0.3536224,-0.4314984667,-0.1828246333,15,6,5.333333333,6.333333333,4
227,715.462363,1032.544148,891.815692,1083.032023,938.602986,-1.2168049,-0.4620952333,-0.3521533667,-0.4296029667,-0.1822145333,15,6,5.333333333,6.333333333,4
228,938.26701,1037.317931,891.815692,1083.032023,938.602986,-1.2120425,-0.4601232333,-0.3506464667,-0.4277947667,-0.1816817667,15,6,5.333333333,6.666666667,4
229,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.2071532,-0.4580528,-0.3491376333,-0.4262892667,-0.1811436667,15,6,5.333333333,7,4
230,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.202195367,-0.4559351667,-0.3475875,-0.4247945667,-0.1805899667,15,6,5.333333333,7,4
231,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.197363367,-0.4537604,-0.3459937,-0.4231688333,-0.1801896,15,6,5.333333333,7,4
232,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.1925512,-0.4515907667,-0.344436,-0.4214218333,-0.1796236333,15,6,5.333333333,7,4
233,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.187892833,-0.4494259,-0.3428970333,-0.4197514667,-0.1790387,15,6,5.333333333,7,4
234,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.183133733,-0.4473210333,-0.341463,-0.4181873667,-0.1785540667,15,6,5.333333333,7,4
235,938.26701,1050.28007,891.815692,1083.032023,938.602986,-1.1786602,-0.4452423667,-0.3400467333,-0.4165881,-0.1780532667,15,6,5.333333333,7,4
236,1053.843262,1050.28007,891.815692,1083.032023,938.602986,-1.173943867,-0.4433382667,-0.3385809,-0.4149881667,-0.1776665667,15,6,5.333333333,7,4
237,1053.843262,1050.28007,891.815692,1083.032023,941.1755793,-1.169055567,-0.4417621,-0.3371891,-0.4135453667,-0.1773153333,15,6,5.333333333,7,4
238,1053.843262,1050.28007,891.815692,1083.032023,941.1755793,-1.1642208,-0.4402350333,-0.3357590667,-0.4121050667,-0.1768464,15,6,5.333333333,7,4
239,1053.843262,1050.28007,891.815692,1083.032023,941.1755793,-1.159607533,-0.4385846333,-0.3342987667,-0.4105435667,-0.1763535667,15,7,5.333333333,7,4
240,1053.843262,1050.28007,891.815692,1083.032023,1002.153302,-1.154981067,-0.4368904667,-0.3328534667,-0.4089965667,-0.1758178333,15,7,5.333333333,7,4
241,1053.843262,1050.28007,891.815692,1083.032023,1002.153302,-1.150228933,-0.4353308,-0.3315426333,-0.4074927667,-0.1752922667,15,7,5.333333333,7,4
242,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.145462467,-0.4338361667,-0.3302485333,-0.4061599,-0.1747614333,15,7,5.333333333,7,4
243,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.140555667,-0.4323006,-0.3289561667,-0.4048903667,-0.1741616667,15,7,5.333333333,7,4
244,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.1356199,-0.4307710333,-0.327696,-0.4036301333,-0.173601,15,7,5.333333333,7,4
245,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.130633967,-0.4292067,-0.3264184,-0.4024346,-0.1729862667,15,7,5.333333333,7,4
246,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.125567467,-0.4276640333,-0.3251108667,-0.4011490667,-0.1723600333,15,7,5.333333333,7,4
247,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.120499867,-0.426284,-0.3237995,-0.3998377667,-0.1717324,15,7,5.333333333,7,4
248,1056.06081,1050.28007,891.815692,1083.032023,1002.153302,-1.115564833,-0.4250474333,-0.3226943333,-0.3985618667,-0.1711126333,15,7,5.333333333,7,4
249,1056.06081,1050.28007,1024.550393,1083.032023,1002.153302,-1.1107814,-0.4237639333,-0.3214323,-0.3973406,-0.1704945,15,7,5.333333333,7,4
250,1056.06081,1066.846517,1024.550393,1083.032023,1017.55766,-1.105974533,-0.4225335333,-0.3200991333,-0.3962925667,-0.1698441333,15,7,5.333333333,7,4
251,1056.06081,1066.846517,1024.550393,1083.032023,1017.55766,-1.100956833,-0.4212377,-0.3187390667,-0.3951582,-0.1691922333,15,7,5.333333333,7,4
252,1056.06081,1066.846517,1024.550393,1083.032023,1029.49994,-1.095941133,-0.4201532333,-0.3175159333,-0.39404,-0.1686021667,15,7,5.333333333,7,4
253,1056.06081,1066.846517,1024.550393,1083.032023,1029.49994,-1.091074267,-0.4191327333,-0.3162772667,-0.3929583,-0.1680448333,15,7,5.333333333,7,4
254,1056.06081,1066.846517,1024.550393,1083.032023,1029.49994,-1.086462333,-0.4179579,-0.3150989,-0.3919169667,-0.1674600667,15,7,5.666666667,7,4
255,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.081693567,-0.4168258667,-0.3139475667,-0.3908883667,-0.1668194667,15,7,5.666666667,7,4
256,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.076878167,-0.4156797333,-0.3127797667,-0.3898107333,-0.1661842667,15,7,5.666666667,7,4
257,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.072003933,-0.4144980667,-0.3116254,-0.3886836,-0.1655163,15,7,5.666666667,7,4.333333333
258,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.067145867,-0.4133411667,-0.3104506333,-0.3876494667,-0.1648464,15,7,5.666666667,7,4.333333333
259,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.062258367,-0.4123387,-0.3092740667,-0.38659,-0.1642591667,15,7,5.666666667,7,4.333333333
260,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.057315267,-0.4112644333,-0.3081860333,-0.3855502667,-0.1636624333,15,7,5.666666667,7,4.333333333
261,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.052408033,-0.410112,-0.3070996667,-0.3845139667,-0.1629693,15,7,5.666666667,7,4.333333333
262,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.047614267,-0.4088817667,-0.3059785,-0.3834632333,-0.162272,15,7,5.666666667,7,4.333333333
263,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.0428991,-0.4076797,-0.3048663667,-0.3823498,-0.1616443,15,7,5.666666667,7,4.333333333
264,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.038151133,-0.4064764,-0.3037510333,-0.3812519,-0.1609783,15,7,5.666666667,7,4.333333333
265,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.033422733,-0.4053564333,-0.3026392667,-0.380115,-0.1603670667,15,7,5.666666667,7,4.333333333
266,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.028647467,-0.4042394333,-0.3014806333,-0.3789421667,-0.1597912333,15,7,5.666666667,7,4.333333333
267,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.024049367,-0.4032231,-0.3004625667,-0.3778396333,-0.1591822667,15,7,5.666666667,7,4.333333333
268,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.019536133,-0.4021967333,-0.2993504667,-0.3768843,-0.1585710667,15,7,5.666666667,7,4.333333333
269,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.015064767,-0.4011417,-0.2982701667,-0.3758706667,-0.1579576667,15,7,5.666666667,7,4.333333333
270,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.010775067,-0.4000543333,-0.2975382,-0.3748529333,-0.1573945667,15,7,6,7,4.333333333
271,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.006492267,-0.3989943,-0.2965536,-0.3738602333,-0.1568827,15,7,6,7,4.333333333
272,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-1.002326033,-0.3979632333,-0.2954214667,-0.3729635,-0.1563770667,15,7,6,7,4.333333333
273,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-0.9980972,-0.3969418,-0.2943811,-0.3721148,-0.1558390333,15,7,6,7,4.333333333
274,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-0.9937927,-0.3959883333,-0.2933623,-0.3712393,-0.1553020333,15,7,6,7,4.333333333
275,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-0.9894799667,-0.3949821,-0.2923938333,-0.3703341667,-0.1547498333,15,7,6,7,4.333333333
276,1056.06081,1066.846517,1045.61444,1083.032023,1029.49994,-0.9851762,-0.3939431,-0.2913643333,-0.3694305,-0.1542366667,15,7,6,7,4.666666667
277,1056.06081,1066.846517,1045.61444,1083.032023,1038.004333,-0.9810585333,-0.3930221667,-0.2902113333,-0.3686135,-0.1537471667,15,7,6,7,4.666666667
278,1056.06081,1066.846517,1059.488343,1083.032023,1038.004333,-0.9769734667,-0.3921704333,-0.2890760667,-0.3678222667,-0.1532840667,15,7,6,7,4.666666667
279,1056.06081,1066.846517,1059.488343,1083.032023,1038.004333,-0.972936,-0.3912464333,-0.2879391,-0.3669246333,-0.152824,15,7,6,7,4.666666667
280,1056.06081,1066.846517,1078.558717,1083.032023,1038.004333,-0.9689352,-0.3902668333,-0.2867446667,-0.3659757,-0.1523835333,15,7,6,7,4.666666667
281,1056.06081,1066.846517,1078.558717,1083.032023,1038.004333,-0.9650149333,-0.3892873667,-0.2856484667,-0.3650668667,-0.1519664,15,7,6,7,4.666666667
282,1056.06081,1066.846517,1078.558717,1083.032023,1038.004333,-0.9613019,-0.3881975667,-0.2845788,-0.3641833,-0.1517710667,15,7,6,7,4.666666667
283,1056.06081,1131.836343,1078.558717,1083.032023,1038.004333,-0.9575515,-0.3870547667,-0.283496,-0.3632319333,-0.1514639333,15,7,6,7,4.666666667
284,1056.06081,1131.836343,1078.558717,1083.032023,1038.004333,-0.9537651333,-0.3859469,-0.2824526,-0.3623413667,-0.1511050333,15,7,6,7,4.666666667
285,1056.06081,1131.836343,1078.558717,1083.032023,1038.004333,-0.9499585333,-0.3848871333,-0.2814442,-0.3614885,-0.1507264667,15,7,6,7,4.666666667
286,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9463301667,-0.383793,-0.2804746667,-0.3605883333,-0.1503892333,15,7,6,7,4.666666667
287,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9427263333,-0.3827673333,-0.2794709,-0.3597234333,-0.1500490333,15,7,6,7,4.666666667
288,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9390845667,-0.3817284333,-0.2785107667,-0.3588799,-0.1497427667,15,7,6,7,4.666666667
289,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9355579667,-0.3806608333,-0.2776357667,-0.3580501667,-0.1494013,15,7,6,7,4.666666667
290,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9320724,-0.3796932,-0.2767644,-0.3572934,-0.1490498333,15,7,6,7,4.666666667
291,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9285776667,-0.3787362333,-0.2758330333,-0.3564951,-0.1487197667,15,7,6,7,4.666666667
292,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9251777333,-0.3777282667,-0.2748016,-0.355705,-0.1484266,15,7,6,7,4.666666667
293,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9217698667,-0.3767749,-0.2737635333,-0.3549435667,-0.1481728667,15,7,6,7,4.666666667
294,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9183692667,-0.3757899667,-0.2727154,-0.3540855667,-0.1478818,15,7,6,7,4.666666667
295,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9150377,-0.3748337,-0.2717086,-0.3531772,-0.1475506,15,7,6,7,4.666666667
296,1056.06081,1131.836343,1078.558717,1088.004393,1044.105407,-0.9116635667,-0.3739085333,-0.2706623,-0.3522605333,-0.1472154,15,7,6,7,4.666666667
297,1056.06081,1131.836343,1078.558717,1088.004393,1233.584657,-0.9082665,-0.3731046667,-0.2696371667,-0.3513942333,-0.1469171667,15,7,6,7,4.666666667
298,1056.06081,1131.836343,1078.558717,1088.004393,1233.584657,-0.9049315333,-0.3723537667,-0.2685423,-0.3505589333,-0.1466489333,15,7,6,7,4.666666667
299,1079.342103,1131.836343,1078.558717,1088.004393,1233.584657,-0.9016689333,-0.3717121,-0.2674321,-0.3498005333,-0.1464017333,15,7,6,7,4.666666667
300,1079.342103,1131.836343,1078.558717,1088.004393,1233.584657,-0.8983722667,-0.3710497333,-0.2662997,-0.3491097,-0.1462233,15,7,6,7,4.666666667
