Wall time,Step,Value
1650336372.852659,1,6.749178886413574
1650336372.878591,2,6.749178886413574
1650336372.900394,3,7.237043380737305
1650336372.927453,4,7.237043380737305
1650336372.982477,5,27.919023513793945
1650336373.102358,10,27.919023513793945
1650336373.1273038,11,27.919023513793945
1650336373.156734,12,27.919023513793945
1650336373.174245,13,27.919023513793945
1650336373.20032,14,27.919023513793945
1650336373.530452,15,27.919023513793945
1650336373.9395058,16,27.919023513793945
1650336373.011246,6,27.919023513793945
1650336373.031858,7,27.919023513793945
1650336373.06229,8,27.919023513793945
1650336373.080544,9,27.919023513793945
1650336374.2092428,17,27.919023513793945
1650336374.5986218,18,27.919023513793945
1650336375.0011551,19,27.919023513793945
1650336375.4945421,20,27.919023513793945
1650336376.004052,21,27.919023513793945
1650336376.5058298,22,27.919023513793945
1650336376.7455602,23,27.919023513793945
1650336377.109845,24,27.919023513793945
1650336377.4296331,25,27.919023513793945
1650336377.905227,26,27.919023513793945
1650336378.343591,27,27.919023513793945
1650336378.59809,28,27.919023513793945
1650336378.838905,29,27.919023513793945
1650336379.364557,30,27.919023513793945
1650336379.723666,31,27.919023513793945
1650336380.0276978,32,27.919023513793945
1650336380.3554869,33,27.919023513793945
1650336380.76019,34,27.919023513793945
1650336381.188443,35,27.919023513793945
1650336381.427008,36,27.919023513793945
1650336381.706578,37,27.919023513793945
1650336381.9330308,38,27.919023513793945
1650336382.457215,39,27.919023513793945
1650336382.660245,40,27.919023513793945
1650336382.8580601,41,27.919023513793945
1650336383.0954309,42,27.919023513793945
1650336383.533073,43,27.919023513793945
1650336384.00687,44,27.919023513793945
1650336384.596898,45,27.919023513793945
1650336385.081044,46,27.919023513793945
1650336385.539433,47,27.919023513793945
1650336385.9924219,48,27.919023513793945
1650336386.325574,49,27.919023513793945
1650336386.851234,50,27.919023513793945
1650336387.106103,51,27.919023513793945
1650336387.7171001,52,27.919023513793945
1650336388.3057768,53,27.919023513793945
1650336388.8056672,54,27.919023513793945
1650336389.3625119,55,27.919023513793945
1650336389.923777,56,27.919023513793945
1650336390.503285,57,27.919023513793945
1650336391.095746,58,27.919023513793945
1650336391.435085,59,27.919023513793945
1650336391.951264,60,27.919023513793945
1650336392.541331,61,27.919023513793945
1650336393.120799,62,27.919023513793945
1650336393.8243468,63,27.919023513793945
1650336394.558887,64,27.919023513793945
1650336395.418113,65,53.0382080078125
1650336395.7568939,66,53.0382080078125
1650336396.3084118,67,53.0382080078125
1650336396.880664,68,53.0382080078125
1650336397.1701381,69,53.0382080078125
1650336397.775518,70,53.0382080078125
1650336398.22494,71,53.0382080078125
1650336398.879631,72,53.0382080078125
1650336399.5047832,73,53.0382080078125
1650336400.15661,74,53.0382080078125
1650336400.726696,75,53.0382080078125
1650336401.3404732,76,53.0382080078125
1650336401.936687,77,53.0382080078125
1650336405.17505,78,189.41546630859375
1650336408.086379,79,189.41546630859375
1650336408.9464881,80,189.41546630859375
1650336409.550252,81,189.41546630859375
1650336410.421482,82,189.41546630859375
1650336411.393264,83,189.41546630859375
1650336412.213805,84,189.41546630859375
1650336413.7672691,85,189.41546630859375
1650336414.0397398,86,189.41546630859375
1650336414.448844,87,189.41546630859375
1650336417.478494,88,189.79322814941406
1650336418.0817401,89,189.79322814941406
1650336418.832953,90,189.79322814941406
1650336420.717053,91,189.79322814941406
1650336422.07428,92,189.79322814941406
1650336422.827497,93,189.79322814941406
1650336424.5859709,94,189.79322814941406
1650336425.423713,95,189.79322814941406
1650336427.122002,96,189.79322814941406
1650336429.460109,97,189.79322814941406
1650336430.0819468,98,189.79322814941406
1650336430.68852,99,189.79322814941406
1650336431.590188,100,189.79322814941406
1650336434.124298,101,197.43287658691406
1650336436.739648,102,197.7623291015625
1650336437.6820202,103,197.7623291015625
1650336440.082676,104,197.7623291015625
1650336441.032198,105,197.7623291015625
1650336443.369674,106,197.7623291015625
1650336444.405439,107,197.7623291015625
1650336444.766647,108,197.7623291015625
1650336445.774695,109,197.7623291015625
1650336446.33279,110,197.7623291015625
1650336447.254805,111,197.7623291015625
1650336448.23054,112,197.7623291015625
1650336448.733664,113,197.7623291015625
1650336449.619802,114,197.7623291015625
1650336450.538782,115,197.7623291015625
1650336451.09702,116,197.7623291015625
1650336453.61501,117,197.7623291015625
1650336456.447273,118,221.64280700683594
1650336457.207232,119,221.64280700683594
1650336460.108775,120,221.64280700683594
1650336461.097538,121,221.64280700683594
1650336461.738668,122,221.64280700683594
1650336462.729011,123,221.64280700683594
1650336465.175117,124,221.64280700683594
1650336468.5992079,125,221.64280700683594
1650336472.228719,126,221.64280700683594
1650336473.222112,127,221.64280700683594
1650336475.7488372,128,221.64280700683594
1650336478.307611,129,221.64280700683594
1650336478.780417,130,221.64280700683594
1650336480.1238458,131,221.64280700683594
1650336482.14979,132,221.64280700683594
1650336484.304697,133,221.64280700683594
1650336491.952062,134,402.5278625488281
1650336499.2193558,135,402.5278625488281
1650336500.0306292,136,402.5278625488281
1650336503.093416,137,402.5278625488281
1650336511.340436,138,402.5278625488281
1650336513.595666,139,402.5278625488281
1650336515.938533,140,402.5278625488281
1650336516.696347,141,402.5278625488281
1650336517.742162,142,402.5278625488281
1650336525.103935,143,402.5278625488281
1650336526.35763,144,402.5278625488281
1650336528.204902,145,402.5278625488281
1650336557.875478,146,1043.1138916015625
1650336583.731593,147,1043.1138916015625
1650336584.523859,148,1043.1138916015625
1650336604.310099,149,1043.1138916015625
1650336611.9842072,150,1043.1138916015625
1650336615.3088288,151,1043.1138916015625
1650336627.799531,152,1043.1138916015625
1650336629.812685,153,1043.1138916015625
1650336631.191801,154,1043.1138916015625
1650336632.0906932,155,1043.1138916015625
1650336635.0436978,156,1043.1138916015625
1650336671.374112,157,1043.1138916015625
1650336679.401551,158,1043.1138916015625
1650336709.975735,159,1043.1138916015625
1650336713.0815659,160,1043.1138916015625
1650336716.1815639,161,1043.1138916015625
1650336721.6495051,162,1043.1138916015625
1650336732.780617,163,1043.1138916015625
1650336736.26939,164,1043.1138916015625
1650336740.2500422,165,1043.1138916015625
1650336753.708331,166,1043.1138916015625
1650336756.289686,167,1043.1138916015625
1650336793.135448,168,1043.1138916015625
1650336802.192731,169,1043.1138916015625
1650336806.4592419,170,1043.1138916015625
1650336815.514614,171,1043.1138916015625
1650336818.8921769,172,1043.1138916015625
1650336853.003978,173,1043.1138916015625
1650336886.79021,174,1052.4130859375
1650336891.1001139,175,1052.4130859375
1650336925.654604,176,1052.4130859375
1650336928.9892359,177,1052.4130859375
1650336946.2378318,178,1052.4130859375
1650336949.548061,179,1052.4130859375
1650336952.2936718,180,1052.4130859375
1650336954.969352,181,1052.4130859375
1650336962.622596,182,1052.4130859375
1650336965.085258,183,1052.4130859375
1650336969.73564,184,1052.4130859375
1650336979.270601,185,1052.4130859375
1650336983.996941,186,1052.4130859375
1650336987.593386,187,1052.4130859375
1650337021.0263062,188,1052.4130859375
1650337040.201287,189,1052.4130859375
1650337074.644632,190,1081.115478515625
1650337079.377228,191,1081.115478515625
1650337115.292046,192,1081.115478515625
1650337118.840836,193,1081.115478515625
1650337151.5822568,194,1081.115478515625
1650337155.160185,195,1081.115478515625
1650337159.729805,196,1081.115478515625
1650337164.0431628,197,1081.115478515625
1650337170.091541,198,1081.115478515625
1650337179.191165,199,1081.115478515625
1650337196.012199,200,1081.115478515625
1650337203.778618,201,1081.115478515625
1650337207.114815,202,1081.115478515625
1650337239.69344,203,1081.115478515625
1650337244.056017,204,1081.115478515625
1650337246.6998599,205,1081.115478515625
1650337252.10097,206,1081.115478515625
1650337284.9425879,207,1081.115478515625
1650337289.259347,208,1081.115478515625
1650337296.629531,209,1081.115478515625
1650337299.86215,210,1081.115478515625
1650337302.453155,211,1081.115478515625
1650337307.1709702,212,1081.115478515625
1650337341.251437,213,1081.115478515625
1650337344.428637,214,1081.115478515625
1650337349.3469598,215,1081.115478515625
1650337351.31758,216,1081.115478515625
1650337354.9135602,217,1081.115478515625
1650337357.549431,218,1081.115478515625
1650337365.3514922,219,1081.115478515625
1650337367.77008,220,1081.115478515625
1650337374.319173,221,1081.115478515625
1650337376.788619,222,1081.115478515625
1650337382.50955,223,1081.115478515625
1650337417.526232,224,1081.115478515625
1650337423.166206,225,1081.115478515625
1650337456.740078,226,1081.115478515625
1650337461.330364,227,1081.115478515625
1650337466.4849532,228,1081.115478515625
1650337471.385118,229,1081.115478515625
1650337475.785677,230,1081.115478515625
1650337480.9392262,231,1081.115478515625
1650337504.041055,232,1081.115478515625
1650337508.801195,233,1081.115478515625
1650337513.493741,234,1081.115478515625
1650337518.404199,235,1081.115478515625
1650337522.473328,236,1081.115478515625
1650337528.055331,237,1081.115478515625
1650337533.1568441,238,1081.115478515625
1650337540.31989,239,1081.115478515625
1650337545.262145,240,1081.115478515625
1650337548.854079,241,1081.115478515625
1650337553.015817,242,1081.115478515625
1650337574.236723,243,1081.115478515625
1650337607.689155,244,1081.115478515625
1650337642.6135318,245,1081.115478515625
1650337647.868499,246,1081.115478515625
1650337683.6140108,247,1081.115478515625
1650337687.9589171,248,1081.115478515625
1650337691.907176,249,1081.115478515625
1650337695.768818,250,1081.115478515625
1650337697.2728431,251,1081.115478515625
1650337701.63093,252,1081.115478515625
1650337707.907261,253,1081.115478515625
1650337711.740813,254,1081.115478515625
1650337716.142261,255,1081.115478515625
1650337720.5768268,256,1081.115478515625
1650337721.1991942,257,1081.115478515625
1650337723.03007,258,1081.115478515625
1650337726.638273,259,1081.115478515625
1650337730.337523,260,1081.115478515625
1650337733.370852,261,1081.115478515625
1650337769.483367,262,1081.115478515625
1650337774.147865,263,1081.115478515625
1650337777.905858,264,1081.115478515625
1650337781.1763442,265,1081.115478515625
1650337784.627003,266,1081.115478515625
1650337820.287502,267,1081.115478515625
1650337823.3139431,268,1081.115478515625
1650337827.149646,269,1081.115478515625
1650337833.44191,270,1081.115478515625
1650337836.9424,271,1081.115478515625
1650337840.535763,272,1081.115478515625
1650337841.1739619,273,1081.115478515625
1650337843.911808,274,1081.115478515625
1650337849.134283,275,1081.115478515625
1650337853.2433898,276,1081.115478515625
1650337857.138091,277,1081.115478515625
1650337860.240972,278,1081.115478515625
1650337863.1814961,279,1081.115478515625
1650337863.763593,280,1081.115478515625
1650337867.651005,281,1081.115478515625
1650337868.206309,282,1081.115478515625
1650337871.156668,283,1081.115478515625
1650337910.09339,284,1081.115478515625
1650337914.135499,285,1081.115478515625
1650337918.100341,286,1081.115478515625
1650337922.3828511,287,1081.115478515625
1650337925.955926,288,1081.115478515625
1650337929.3297122,289,1081.115478515625
1650337950.004282,290,1081.115478515625
1650337954.663019,291,1081.115478515625
1650337958.043756,292,1081.115478515625
1650337960.278944,293,1081.115478515625
1650337964.647799,294,1081.115478515625
1650337968.5409422,295,1081.115478515625
1650337994.333035,296,1081.115478515625
1650337997.998372,297,1081.115478515625
1650338001.950026,298,1081.115478515625
1650338006.547022,299,1081.115478515625
1650338011.382317,300,1081.115478515625
